value,2,2_label,18,18_label,19,19_label,28,28_label,29,29_label,40,40_label,63,63_label,70,70_label,reference_date,reference_date_label
63.49,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1953-12-31,1953-12-31
64.457,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1954-12-31,1954-12-31
71.029,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1955-12-31,1955-12-31
81.011,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1956-12-31,1956-12-31
90.043,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1957-12-31,1957-12-31
100.039,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1958-12-31,1958-12-31
106.923,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1959-12-31,1959-12-31
109.821,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1960-12-31,1960-12-31
132.222,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1961-12-31,1961-12-31
137.992,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1962-12-31,1962-12-31
130.919,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1963-12-31,1963-12-31
144.592,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1964-12-31,1964-12-31
164.289,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1965-12-31,1965-12-31
201.115,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1966-12-31,1966-12-31
220.399,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1967-12-31,1967-12-31
234.089,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1968-12-31,1968-12-31
270.1,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1969-12-31,1969-12-31
298.199,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1970-12-31,1970-12-31
379.168,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1971-12-31,1971-12-31
478.49,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1972-12-31,1972-12-31
585.242,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1973-12-31,1973-12-31
782.915,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1974-12-31,1974-12-31
769.008,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1975-12-31,1975-12-31
847.26,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1976-12-31,1976-12-31
1286.563,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1977-12-31,1977-12-31
1489.002,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1978-12-31,1978-12-31
2130.913,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1979-12-31,1979-12-31
2428.145,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1980-12-31,1980-12-31
3327.19,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1981-12-31,1981-12-31
3960.363,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1982-12-31,1982-12-31
4837.41,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1983-12-31,1983-12-31
5235.305,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1984-12-31,1984-12-31
5999.39,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1985-12-31,1985-12-31
7063.261,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1986-12-31,1986-12-31
9207.286,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1987-12-31,1987-12-31
11703.509,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1988-12-31,1988-12-31
13409.139,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1989-12-31,1989-12-31
15366.011,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1990-12-31,1990-12-31
17376.275,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1991-12-31,1991-12-31
19441.98,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1992-12-31,1992-12-31
18553.089,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1993-12-31,1993-12-31
19235.145,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1994-12-31,1994-12-31
