value,2,2_label,18,18_label,19,19_label,28,28_label,29,29_label,40,40_label,63,63_label,70,70_label,reference_date,reference_date_label
44.113,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1953-12-31,1953-12-31
50.799,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1954-12-31,1954-12-31
56.436,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1955-12-31,1955-12-31
61.46,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1956-12-31,1956-12-31
61.934,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1957-12-31,1957-12-31
66.083,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1958-12-31,1958-12-31
62.355,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1959-12-31,1959-12-31
70.142,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1960-12-31,1960-12-31
71.78,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1961-12-31,1961-12-31
88.645,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1962-12-31,1962-12-31
97.023,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1963-12-31,1963-12-31
123.306,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1964-12-31,1964-12-31
142.058,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1965-12-31,1965-12-31
162.13,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1966-12-31,1966-12-31
179.233,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1967-12-31,1967-12-31
181.788,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1968-12-31,1968-12-31
197.91,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1969-12-31,1969-12-31
221.731,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1970-12-31,1970-12-31
257.063,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1971-12-31,1971-12-31
303.981,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1972-12-31,1972-12-31
374.821,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1973-12-31,1973-12-31
451.7,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1974-12-31,1974-12-31
375.93,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1975-12-31,1975-12-31
408.033,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1976-12-31,1976-12-31
571.524,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1977-12-31,1977-12-31
800.724,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1978-12-31,1978-12-31
1339.157,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1979-12-31,1979-12-31
1738.75,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1980-12-31,1980-12-31
1979.918,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1981-12-31,1981-12-31
2412.701,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1982-12-31,1982-12-31
3584.681,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1983-12-31,1983-12-31
5278.976,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1984-12-31,1984-12-31
6741.868,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1985-12-31,1985-12-31
7642.968,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1986-12-31,1986-12-31
9277.455,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1987-12-31,1987-12-31
11032.949,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1988-12-31,1988-12-31
13911.575,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1989-12-31,1989-12-31
