value,2,2_label,18,18_label,19,19_label,28,28_label,29,29_label,40,40_label,63,63_label,70,70_label,reference_date,reference_date_label
4201.301,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1954-12-31,1954-12-31
4657.35,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1955-12-31,1955-12-31
5035.071,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1956-12-31,1956-12-31
5487.81,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1957-12-31,1957-12-31
6079.071,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1958-12-31,1958-12-31
6299.624,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1959-12-31,1959-12-31
6444.397,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1960-12-31,1960-12-31
7351.781,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1961-12-31,1961-12-31
7426.016,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1962-12-31,1962-12-31
6603.666,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1963-12-31,1963-12-31
7208.496,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1964-12-31,1964-12-31
8094.282,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1965-12-31,1965-12-31
9698.774,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1966-12-31,1966-12-31
9752.344,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1967-12-31,1967-12-31
10461.349,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1968-12-31,1968-12-31
11876.441,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1969-12-31,1969-12-31
12554.692,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1970-12-31,1970-12-31
15091.965,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1971-12-31,1971-12-31
18274.389,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1972-12-31,1972-12-31
20039.81,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1973-12-31,1973-12-31
22110.18,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1974-12-31,1974-12-31
17678.311,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1975-12-31,1975-12-31
16176.338,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1976-12-31,1976-12-31
19119.595,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1977-12-31,1977-12-31
18823.427,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1978-12-31,1978-12-31
21733.365,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1979-12-31,1979-12-31
19002.515,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1980-12-31,1980-12-31
22075.009,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1981-12-31,1981-12-31
22643.728,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1982-12-31,1982-12-31
21868.762,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1983-12-31,1983-12-31
19213.193,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1984-12-31,1984-12-31
18824.46,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1985-12-31,1985-12-31
19991.316,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1986-12-31,1986-12-31
24114.131,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1987-12-31,1987-12-31
27489.785,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1988-12-31,1988-12-31
28575.446,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1989-12-31,1989-12-31
30700.459,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1990-12-31,1990-12-31
32906.264,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1991-12-31,1991-12-31
35690.11,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1992-12-31,1992-12-31
33415.093,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1993-12-31,1993-12-31
33189.005,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1994-12-31,1994-12-31
34615.167,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1995-12-31,1995-12-31
36410.7,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1996-12-31,1996-12-31
41567.272,4208,Gross fixed capital formation - Total,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1997-12-31,1997-12-31
