value,2,2_label,18,18_label,19,19_label,28,28_label,29,29_label,40,40_label,63,63_label,70,70_label,reference_date,reference_date_label
5.331,4261,Gross domestic product at market prices,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3653,Year-on-year rate of change,4267,Annual,349,Portugal,3327,Percentage,1954-12-31,1954-12-31
4.405,4261,Gross domestic product at market prices,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3653,Year-on-year rate of change,4267,Annual,349,Portugal,3327,Percentage,1955-12-31,1955-12-31
3.882,4261,Gross domestic product at market prices,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3653,Year-on-year rate of change,4267,Annual,349,Portugal,3327,Percentage,1956-12-31,1956-12-31
5.451,4261,Gross domestic product at market prices,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3653,Year-on-year rate of change,4267,Annual,349,Portugal,3327,Percentage,1957-12-31,1957-12-31
4.773,4261,Gross domestic product at market prices,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3653,Year-on-year rate of change,4267,Annual,349,Portugal,3327,Percentage,1958-12-31,1958-12-31
3.51,4261,Gross domestic product at market prices,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3653,Year-on-year rate of change,4267,Annual,349,Portugal,3327,Percentage,1959-12-31,1959-12-31
3.771,4261,Gross domestic product at market prices,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3653,Year-on-year rate of change,4267,Annual,349,Portugal,3327,Percentage,1960-12-31,1960-12-31
2.745,4261,Gross domestic product at market prices,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3653,Year-on-year rate of change,4267,Annual,349,Portugal,3327,Percentage,1961-12-31,1961-12-31
10.208,4261,Gross domestic product at market prices,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3653,Year-on-year rate of change,4267,Annual,349,Portugal,3327,Percentage,1962-12-31,1962-12-31
1.517,4261,Gross domestic product at market prices,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3653,Year-on-year rate of change,4267,Annual,349,Portugal,3327,Percentage,1963-12-31,1963-12-31
5.422,4261,Gross domestic product at market prices,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3653,Year-on-year rate of change,4267,Annual,349,Portugal,3327,Percentage,1964-12-31,1964-12-31
9.458,4261,Gross domestic product at market prices,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3653,Year-on-year rate of change,4267,Annual,349,Portugal,3327,Percentage,1965-12-31,1965-12-31
2.925,4261,Gross domestic product at market prices,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3653,Year-on-year rate of change,4267,Annual,349,Portugal,3327,Percentage,1966-12-31,1966-12-31
5.0,4261,Gross domestic product at market prices,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3653,Year-on-year rate of change,4267,Annual,349,Portugal,3327,Percentage,1967-12-31,1967-12-31
3.512,4261,Gross domestic product at market prices,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3653,Year-on-year rate of change,4267,Annual,349,Portugal,3327,Percentage,1968-12-31,1968-12-31
2.318,4261,Gross domestic product at market prices,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3653,Year-on-year rate of change,4267,Annual,349,Portugal,3327,Percentage,1969-12-31,1969-12-31
7.298,4261,Gross domestic product at market prices,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3653,Year-on-year rate of change,4267,Annual,349,Portugal,3327,Percentage,1970-12-31,1970-12-31
6.286,4261,Gross domestic product at market prices,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3653,Year-on-year rate of change,4267,Annual,349,Portugal,3327,Percentage,1971-12-31,1971-12-31
9.711,4261,Gross domestic product at market prices,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3653,Year-on-year rate of change,4267,Annual,349,Portugal,3327,Percentage,1972-12-31,1972-12-31
5.613,4261,Gross domestic product at market prices,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3653,Year-on-year rate of change,4267,Annual,349,Portugal,3327,Percentage,1973-12-31,1973-12-31
0.078,4261,Gross domestic product at market prices,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3653,Year-on-year rate of change,4267,Annual,349,Portugal,3327,Percentage,1974-12-31,1974-12-31
-3.304,4261,Gross domestic product at market prices,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3653,Year-on-year rate of change,4267,Annual,349,Portugal,3327,Percentage,1975-12-31,1975-12-31
1.68,4261,Gross domestic product at market prices,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3653,Year-on-year rate of change,4267,Annual,349,Portugal,3327,Percentage,1976-12-31,1976-12-31
