value,3,3_label,18,18_label,19,19_label,28,28_label,29,29_label,40,40_label,63,63_label,70,70_label,reference_date,reference_date_label
73.497,5323,GVA - Manufacturing,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1953-12-31,1953-12-31
75.742,5323,GVA - Manufacturing,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1954-12-31,1954-12-31
77.899,5323,GVA - Manufacturing,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1955-12-31,1955-12-31
91.115,5323,GVA - Manufacturing,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1956-12-31,1956-12-31
93.405,5323,GVA - Manufacturing,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1957-12-31,1957-12-31
102.632,5323,GVA - Manufacturing,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1958-12-31,1958-12-31
109.55,5323,GVA - Manufacturing,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1959-12-31,1959-12-31
116.418,5323,GVA - Manufacturing,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1960-12-31,1960-12-31
118.082,5323,GVA - Manufacturing,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1961-12-31,1961-12-31
136.657,5323,GVA - Manufacturing,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1962-12-31,1962-12-31
146.847,5323,GVA - Manufacturing,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1963-12-31,1963-12-31
163.559,5323,GVA - Manufacturing,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1964-12-31,1964-12-31
209.122,5323,GVA - Manufacturing,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1965-12-31,1965-12-31
