value,2,2_label,18,18_label,19,19_label,28,28_label,29,29_label,40,40_label,63,63_label,70,70_label,reference_date,reference_date_label
1322.579,4213,Imports of goods and services,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1954-12-31,1954-12-31
1422.443,4213,Imports of goods and services,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1955-12-31,1955-12-31
1479.825,4213,Imports of goods and services,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1956-12-31,1956-12-31
1589.657,4213,Imports of goods and services,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1957-12-31,1957-12-31
1646.045,4213,Imports of goods and services,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1958-12-31,1958-12-31
1670.059,4213,Imports of goods and services,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1959-12-31,1959-12-31
1901.481,4213,Imports of goods and services,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1960-12-31,1960-12-31
2522.698,4213,Imports of goods and services,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1961-12-31,1961-12-31
2324.925,4213,Imports of goods and services,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1962-12-31,1962-12-31
2532.039,4213,Imports of goods and services,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1963-12-31,1963-12-31
2894.851,4213,Imports of goods and services,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1964-12-31,1964-12-31
3354.755,4213,Imports of goods and services,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1965-12-31,1965-12-31
3598.177,4213,Imports of goods and services,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1966-12-31,1966-12-31
3971.644,4213,Imports of goods and services,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1967-12-31,1967-12-31
4698.18,4213,Imports of goods and services,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1968-12-31,1968-12-31
4902.182,4213,Imports of goods and services,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1969-12-31,1969-12-31
5561.409,4213,Imports of goods and services,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1970-12-31,1970-12-31
6192.75,4213,Imports of goods and services,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1971-12-31,1971-12-31
6873.692,4213,Imports of goods and services,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1972-12-31,1972-12-31
7857.78,4213,Imports of goods and services,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1973-12-31,1973-12-31
8624.839,4213,Imports of goods and services,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1974-12-31,1974-12-31
6727.499,4213,Imports of goods and services,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1975-12-31,1975-12-31
6890.119,4213,Imports of goods and services,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1976-12-31,1976-12-31
7650.414,4213,Imports of goods and services,4308,Statistics Portugal,7,Transactions,19,Chain-linked volume,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1977-12-31,1977-12-31
