value,2,2_label,18,18_label,19,19_label,28,28_label,29,29_label,40,40_label,63,63_label,70,70_label,reference_date,reference_date_label
63.774,4213,Imports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1953-12-31,1953-12-31
68.297,4213,Imports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1954-12-31,1954-12-31
76.628,4213,Imports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1955-12-31,1955-12-31
81.642,4213,Imports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1956-12-31,1956-12-31
91.185,4213,Imports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1957-12-31,1957-12-31
88.958,4213,Imports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1958-12-31,1958-12-31
87.649,4213,Imports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1959-12-31,1959-12-31
100.679,4213,Imports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1960-12-31,1960-12-31
130.281,4213,Imports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1961-12-31,1961-12-31
117.939,4213,Imports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1962-12-31,1962-12-31
129.132,4213,Imports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1963-12-31,1963-12-31
152.711,4213,Imports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1964-12-31,1964-12-31
179.914,4213,Imports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1965-12-31,1965-12-31
195.072,4213,Imports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1966-12-31,1966-12-31
210.534,4213,Imports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1967-12-31,1967-12-31
237.115,4213,Imports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1968-12-31,1968-12-31
251.197,4213,Imports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1969-12-31,1969-12-31
