value,18,18_label,19,19_label,23,23_label,29,29_label,40,40_label,63,63_label,70,70_label,reference_date,reference_date_label
7759.786,4308,Statistics Portugal,12,Stocks,3446,Resident population,3610,Average,4267,Annual,349,Portugal,3341,Thousands of people,1941-12-31,1941-12-31
7826.138,4308,Statistics Portugal,12,Stocks,3446,Resident population,3610,Average,4267,Annual,349,Portugal,3341,Thousands of people,1942-12-31,1942-12-31
7894.931,4308,Statistics Portugal,12,Stocks,3446,Resident population,3610,Average,4267,Annual,349,Portugal,3341,Thousands of people,1943-12-31,1943-12-31
7973.804,4308,Statistics Portugal,12,Stocks,3446,Resident population,3610,Average,4267,Annual,349,Portugal,3341,Thousands of people,1944-12-31,1944-12-31
8055.521,4308,Statistics Portugal,12,Stocks,3446,Resident population,3610,Average,4267,Annual,349,Portugal,3341,Thousands of people,1945-12-31,1945-12-31
8138.404,4308,Statistics Portugal,12,Stocks,3446,Resident population,3610,Average,4267,Annual,349,Portugal,3341,Thousands of people,1946-12-31,1946-12-31
8216.478,4308,Statistics Portugal,12,Stocks,3446,Resident population,3610,Average,4267,Annual,349,Portugal,3341,Thousands of people,1947-12-31,1947-12-31
8307.263,4308,Statistics Portugal,12,Stocks,3446,Resident population,3610,Average,4267,Annual,349,Portugal,3341,Thousands of people,1948-12-31,1948-12-31
8398.482,4308,Statistics Portugal,12,Stocks,3446,Resident population,3610,Average,4267,Annual,349,Portugal,3341,Thousands of people,1949-12-31,1949-12-31
8439.169,4308,Statistics Portugal,12,Stocks,3446,Resident population,3610,Average,4267,Annual,349,Portugal,3341,Thousands of people,1950-12-31,1950-12-31
8493.313,4308,Statistics Portugal,12,Stocks,3446,Resident population,3610,Average,4267,Annual,349,Portugal,3341,Thousands of people,1951-12-31,1951-12-31
8556.082,4308,Statistics Portugal,12,Stocks,3446,Resident population,3610,Average,4267,Annual,349,Portugal,3341,Thousands of people,1952-12-31,1952-12-31
8581.256,4308,Statistics Portugal,12,Stocks,3446,Resident population,3610,Average,4267,Annual,349,Portugal,3341,Thousands of people,1953-12-31,1953-12-31
8605.703,4308,Statistics Portugal,12,Stocks,3446,Resident population,3610,Average,4267,Annual,349,Portugal,3341,Thousands of people,1954-12-31,1954-12-31
8640.326,4308,Statistics Portugal,12,Stocks,3446,Resident population,3610,Average,4267,Annual,349,Portugal,3341,Thousands of people,1955-12-31,1955-12-31
8683.018,4308,Statistics Portugal,12,Stocks,3446,Resident population,3610,Average,4267,Annual,349,Portugal,3341,Thousands of people,1956-12-31,1956-12-31
8712.672,4308,Statistics Portugal,12,Stocks,3446,Resident population,3610,Average,4267,Annual,349,Portugal,3341,Thousands of people,1957-12-31,1957-12-31
8749.932,4308,Statistics Portugal,12,Stocks,3446,Resident population,3610,Average,4267,Annual,349,Portugal,3341,Thousands of people,1958-12-31,1958-12-31
8800.84,4308,Statistics Portugal,12,Stocks,3446,Resident population,3610,Average,4267,Annual,349,Portugal,3341,Thousands of people,1959-12-31,1959-12-31
8857.712,4308,Statistics Portugal,12,Stocks,3446,Resident population,3610,Average,4267,Annual,349,Portugal,3341,Thousands of people,1960-12-31,1960-12-31
8929.314,4308,Statistics Portugal,12,Stocks,3446,Resident population,3610,Average,4267,Annual,349,Portugal,3341,Thousands of people,1961-12-31,1961-12-31
8993.978,4308,Statistics Portugal,12,Stocks,3446,Resident population,3610,Average,4267,Annual,349,Portugal,3341,Thousands of people,1962-12-31,1962-12-31
9030.35,4308,Statistics Portugal,12,Stocks,3446,Resident population,3610,Average,4267,Annual,349,Portugal,3341,Thousands of people,1963-12-31,1963-12-31
9035.361,4308,Statistics Portugal,12,Stocks,3446,Resident population,3610,Average,4267,Annual,349,Portugal,3341,Thousands of people,1964-12-31,1964-12-31
8998.587,4308,Statistics Portugal,12,Stocks,3446,Resident population,3610,Average,4267,Annual,349,Portugal,3341,Thousands of people,1965-12-31,1965-12-31
8930.985,4308,Statistics Portugal,12,Stocks,3446,Resident population,3610,Average,4267,Annual,349,Portugal,3341,Thousands of people,1966-12-31,1966-12-31
8874.517,4308,Statistics Portugal,12,Stocks,3446,Resident population,3610,Average,4267,Annual,349,Portugal,3341,Thousands of people,1967-12-31,1967-12-31
8836.644,4308,Statistics Portugal,12,Stocks,3446,Resident population,3610,Average,4267,Annual,349,Portugal,3341,Thousands of people,1968-12-31,1968-12-31
8757.7,4308,Statistics Portugal,12,Stocks,3446,Resident population,3610,Average,4267,Annual,349,Portugal,3341,Thousands of people,1969-12-31,1969-12-31
8680.429,4308,Statistics Portugal,12,Stocks,3446,Resident population,3610,Average,4267,Annual,349,Portugal,3341,Thousands of people,1970-12-31,1970-12-31
8643.755,4308,Statistics Portugal,12,Stocks,3446,Resident population,3610,Average,4267,Annual,349,Portugal,3341,Thousands of people,1971-12-31,1971-12-31
8630.43,4308,Statistics Portugal,12,Stocks,3446,Resident population,3610,Average,4267,Annual,349,Portugal,3341,Thousands of people,1972-12-31,1972-12-31
8633.1,4308,Statistics Portugal,12,Stocks,3446,Resident population,3610,Average,4267,Annual,349,Portugal,3341,Thousands of people,1973-12-31,1973-12-31
8754.362,4308,Statistics Portugal,12,Stocks,3446,Resident population,3610,Average,4267,Annual,349,Portugal,3341,Thousands of people,1974-12-31,1974-12-31
9093.471,4308,Statistics Portugal,12,Stocks,3446,Resident population,3610,Average,4267,Annual,349,Portugal,3341,Thousands of people,1975-12-31,1975-12-31
9355.812,4308,Statistics Portugal,12,Stocks,3446,Resident population,3610,Average,4267,Annual,349,Portugal,3341,Thousands of people,1976-12-31,1976-12-31
9455.672,4308,Statistics Portugal,12,Stocks,3446,Resident population,3610,Average,4267,Annual,349,Portugal,3341,Thousands of people,1977-12-31,1977-12-31
9558.248,4308,Statistics Portugal,12,Stocks,3446,Resident population,3610,Average,4267,Annual,349,Portugal,3341,Thousands of people,1978-12-31,1978-12-31
9661.264,4308,Statistics Portugal,12,Stocks,3446,Resident population,3610,Average,4267,Annual,349,Portugal,3341,Thousands of people,1979-12-31,1979-12-31
9766.275,4308,Statistics Portugal,12,Stocks,3446,Resident population,3610,Average,4267,Annual,349,Portugal,3341,Thousands of people,1980-12-31,1980-12-31
9851.325,4308,Statistics Portugal,12,Stocks,3446,Resident population,3610,Average,4267,Annual,349,Portugal,3341,Thousands of people,1981-12-31,1981-12-31
9911.77,4308,Statistics Portugal,12,Stocks,3446,Resident population,3610,Average,4267,Annual,349,Portugal,3341,Thousands of people,1982-12-31,1982-12-31
9957.865,4308,Statistics Portugal,12,Stocks,3446,Resident population,3610,Average,4267,Annual,349,Portugal,3341,Thousands of people,1983-12-31,1983-12-31
9996.232,4308,Statistics Portugal,12,Stocks,3446,Resident population,3610,Average,4267,Annual,349,Portugal,3341,Thousands of people,1984-12-31,1984-12-31
10023.613,4308,Statistics Portugal,12,Stocks,3446,Resident population,3610,Average,4267,Annual,349,Portugal,3341,Thousands of people,1985-12-31,1985-12-31
10032.734,4308,Statistics Portugal,12,Stocks,3446,Resident population,3610,Average,4267,Annual,349,Portugal,3341,Thousands of people,1986-12-31,1986-12-31
10030.03,4308,Statistics Portugal,12,Stocks,3446,Resident population,3610,Average,4267,Annual,349,Portugal,3341,Thousands of people,1987-12-31,1987-12-31
10019.61,4308,Statistics Portugal,12,Stocks,3446,Resident population,3610,Average,4267,Annual,349,Portugal,3341,Thousands of people,1988-12-31,1988-12-31
10005.0,4308,Statistics Portugal,12,Stocks,3446,Resident population,3610,Average,4267,Annual,349,Portugal,3341,Thousands of people,1989-12-31,1989-12-31
